log10(M_1i)(Msun),q_i(M_2i/M_1i),log10(P_i)(days),logL_1,logL_2,logT_1,logT_2,M_env_1,He_core_1,R_1(Rsun),R_2(Rsun),Mdot_w_1,Mdot_w_2,Mdot_rlo_2,case,"wfpc2,2,f555w,a2d7,cont#50180",Z,eps,"wfpc2,2,f814w,a2d7,cont#50180"
1.36,0.975,3.3,5.497776,5.274532,4.983158,3.550412,0.06662817,9.957688,1.9798204232744352,1147.646139171828,1.34755965491122e-05,1.6681227294652794e-05,0.0,LB,18.08575580497495 VEGAMAG,0.02,0.1,19.18849933624358 VEGAMAG
1.36,0.925,3.32,5.497853,5.115766,4.990678,4.324545,0.06111905,9.959236,1.915155755599412,27.041825127908677,1.3749218064828705e-05,1.3921659261061612e-06,0.0,LB,18.138835055293654 VEGAMAG,0.02,0.1,19.25612923586283 VEGAMAG
1.36,0.975,3.32,5.499655,5.274871,4.885041,3.550682,0.1075763,9.970399,3.080021868139575,1146.6028053184598,1.1511475671754862e-05,1.6686643976194797e-05,0.0,LB,16.26614229530151 VEGAMAG,0.02,0.1,18.3498251396365 VEGAMAG
1.36,0.825,3.34,5.498528,4.930165,4.986422,4.431538,0.065282,9.956293,1.9631988907627196,13.34286217480942,1.3560727843560813e-05,6.484403029277618e-08,0.0,LB,18.094996570996123 VEGAMAG,0.02,0.1,19.19984317566161 VEGAMAG
1.36,0.875,3.34,5.498245,5.028348,4.982044,4.392391,0.06749269,9.957993,1.9949802472669835,17.890892244614008,1.3434762705080996e-05,1.0732650817670294e-06,0.0,LB,18.072055033041458 VEGAMAG,0.02,0.1,19.1734820607945 VEGAMAG
1.36,0.925,3.34,5.499139,5.115365,4.923678,4.323774,0.09444123,9.966747,2.5901493108968903,27.125702853668344,1.2066129997863546e-05,1.3884907792047446e-06,0.0,LB,17.07712902991419 VEGAMAG,0.02,0.1,18.64052475745079 VEGAMAG
1.36,0.975,3.34,5.49887,5.274825,4.650925,3.550541,0.15518,9.981201,8.143852515002843,1147.318509387953,1.015579673442658e-05,1.6693676760237593e-05,0.0,LB,4.171203775584623 VEGAMAG,0.02,0.1,7.163494460631243 VEGAMAG
1.36,0.825,3.36,5.497335,4.930038,4.988493,4.431411,0.062591,9.957857,1.9281805601271167,13.348731572805546,1.3678453551038698e-05,6.473557352679842e-08,0.0,LB,18.129813870582897 VEGAMAG,0.02,0.1,19.23713367668348 VEGAMAG
1.36,0.875,3.36,5.499965,5.027235,4.83133,4.391714,0.1217142,9.973521,3.917892359680731,17.92334234020539,1.0966271655884988e-05,1.0680879119980749e-06,0.0,LB,7.429130495534753 VEGAMAG,0.02,0.1,17.64054960383618 VEGAMAG
1.36,0.925,3.36,5.499659,5.114938,4.796075,4.323303,0.131718,9.974685,4.504557137039,27.170898493197647,1.0723807265795955e-05,1.3855302114458264e-06,0.0,LB,6.086009463352057 VEGAMAG,0.02,0.1,17.438856956795924 VEGAMAG
1.36,0.975,3.36,5.496673,5.275299,4.480959,3.552174,0.1979633,9.994364,20.060326625715252,1139.3915649517226,9.541090164374663e-06,1.661862163018913e-05,0.0,LB,2.8152923129221517 VEGAMAG,0.02,0.1,2.9249207046015147 VEGAMAG
1.36,0.375,3.38,5.495635,3.654064,4.409876,4.366627,0.2598156,10.01537,27.743803509856043,4.140342799480397,9.06450306180466e-06,2.7137010332065752e-09,0.0,LB,2.38913831254967 VEGAMAG,0.02,0.1,2.4635146589745394 VEGAMAG
1.36,0.425,3.38,5.498459,3.858919,4.662935,4.393637,0.1516766,9.983187,7.83702802868116,4.628533378761689,1.0170586551595596e-05,6.914567172588788e-09,0.0,LB,4.215707182913904 VEGAMAG,0.02,0.1,12.450786125110334 VEGAMAG
1.36,0.475,3.38,5.499871,4.034511,4.779573,4.414137,0.1353777,9.976645,4.919557035691832,5.155127369324175,1.0610723558631842e-05,7.2199468416736495e-09,0.0,LB,5.613741495906921 VEGAMAG,0.02,0.1,17.29137298171891 VEGAMAG
1.36,0.525,3.38,5.494199,4.201424,5.031021,4.432246,0.01100077,9.950526,1.5808559566941465,5.747473797302862,1.572084913439525e-05,2.855242503775123e-09,0.0,LB,18.44412657596077 VEGAMAG,0.02,0.1,19.690586505179077 VEGAMAG
1.36,0.575,3.38,5.49632,4.342948,5.016658,4.444707,0.03788586,9.953867,1.699617131640083,6.387273311182765,1.4851181303644158e-05,5.931793175148071e-09,0.0,LB,18.332601880355934 VEGAMAG,0.02,0.1,19.54601670880962 VEGAMAG
1.36,0.625,3.38,5.499415,4.471036,4.865536,4.45332,0.1154204,9.969289,3.372497993838925,7.114331536954263,1.129018348452019e-05,1.1153624002723093e-08,0.0,LB,15.68396269170096 VEGAMAG,0.02,0.1,18.210212292340657 VEGAMAG
1.36,0.675,3.38,5.499714,4.596979,4.852767,4.457429,0.1168934,9.970386,3.5484696903014,8.070211190786043,1.1153675367178093e-05,1.9914297923110728e-08,0.0,LB,9.746058734845457 VEGAMAG,0.02,0.1,17.797096148234278 VEGAMAG
1.36,0.725,3.38,5.499701,4.714748,4.818466,4.455894,0.1277792,9.969349,4.142560883558024,9.307623340358845,1.0858204080916842e-05,3.263021985686512e-08,0.0,LB,6.81508519228713 VEGAMAG,0.02,0.1,17.557486007804123 VEGAMAG
1.36,0.775,3.38,5.499478,4.823709,4.765664,4.448144,0.1373266,9.977151,5.179745240236537,10.934954996226017,1.0540324948952045e-05,4.850941083627075e-08,0.0,LB,5.318689808393769 VEGAMAG,0.02,0.1,17.21367843433294 VEGAMAG
1.36,0.825,3.38,5.498461,4.928182,4.705134,4.430577,0.1466727,9.981097,6.605116773219672,13.37152682751902,1.0293142849267942e-05,6.378256789282749e-08,0.0,LB,4.489122137988494 VEGAMAG,0.02,0.1,16.828842088678712 VEGAMAG
1.36,0.875,3.38,5.498282,5.026272,4.535217,4.391003,0.1685987,9.981682,14.65969720242766,17.962219532892146,9.91605666807559e-06,1.0634620583966531e-06,0.0,LB,3.2956669758159487 VEGAMAG,0.02,0.1,3.456323272271522 VEGAMAG
1.36,0.925,3.38,5.496123,5.113906,4.478167,4.32113,0.2007536,9.996982,20.387031784114612,27.41132317990685,9.506288712939047e-06,1.376356695826945e-06,0.0,LB,2.7907913444128285 VEGAMAG,0.02,0.1,2.899158859816786 VEGAMAG
1.36,0.975,3.38,5.495663,5.275785,4.354388,3.553389,0.284171,10.01982,34.531623728143465,1133.9528581577745,8.936120161853189e-06,1.658055257291202e-05,0.0,LB,2.144860057768488 VEGAMAG,0.02,0.1,2.1864869979281365 VEGAMAG
1.36,0.475,3.4,5.491654,4.009096,4.074736,4.409174,0.3887334,10.03824,125.55962212232446,5.122207880895525,8.424768966608209e-06,1.369556646814153e-08,0.0,LB,0.7861120136859445 VEGAMAG,0.02,0.1,0.5562821960825071 VEGAMAG
1.36,0.525,3.4,5.494593,4.18318,4.356293,4.42869,0.2828675,10.01998,34.15002295954562,5.7209242846705175,8.936799201494823e-06,2.55686618747163e-09,0.0,LB,2.160831691124663 VEGAMAG,0.02,0.1,2.2036686993609056 VEGAMAG
1.36,0.575,3.4,5.495811,4.331241,4.43425,4.442355,0.2413945,10.00909,24.823727775631475,6.370402893806683,9.178463812855826e-06,5.535514592825468e-09,0.0,LB,2.5331843282368394 VEGAMAG,0.02,0.1,2.6204157606066025 VEGAMAG
1.36,0.625,3.4,5.496331,4.464724,4.448902,4.451985,0.2281648,10.00623,23.32942312653922,7.10635992525274,9.258507868541637e-06,1.0751077685241389e-08,0.0,LB,2.6105302991611445 VEGAMAG,0.02,0.1,2.705097228078668 VEGAMAG
1.36,0.675,3.4,5.495933,4.591258,4.449598,4.456071,0.2282718,10.0074,23.24042148001952,8.067550637211077,9.27265282970135e-06,1.9254710798472624e-08,0.0,LB,2.6161199971294655 VEGAMAG,0.02,0.1,2.711027882768955 VEGAMAG
1.36,0.725,3.4,5.494953,4.710297,4.452115,4.454653,0.2245781,10.00726,23.011715707299228,9.313113590394806,9.287332624033486e-06,3.174921559795291e-08,0.0,LB,2.627808104347232 VEGAMAG,0.02,0.1,2.723944910025453 VEGAMAG
1.36,0.775,3.4,5.4957,4.820544,4.447073,4.447058,0.2308776,10.00539,23.52940797493889,10.949795290634889,9.25185888447759e-06,4.7491949792060244e-08,0.0,LB,2.5991261750227057 VEGAMAG,0.02,0.1,2.6927930170451155 VEGAMAG
1.36,0.825,3.4,5.496037,4.925769,4.444636,4.42953,0.2320823,10.00908,23.80087919401077,13.398926351986947,9.234980866841517e-06,6.258669233706085e-08,0.0,LB,2.583736127186521 VEGAMAG,0.02,0.1,2.67619765350807 VEGAMAG
1.36,0.875,3.4,5.495713,5.024328,4.436518,4.389317,0.2421912,10.00564,24.657213748712387,18.061757205772327,9.18728100409287e-06,1.053962114259266e-06,0.0,LB,2.5388514323616693 VEGAMAG,0.02,0.1,2.627238112623619 VEGAMAG
1.36,0.925,3.4,5.496378,5.112474,4.345675,4.318937,0.28594,10.02074,35.04055691626483,27.645344103392247,8.927420676259868e-06,1.3644700268006131e-06,0.0,LB,2.1506236601344586 VEGAMAG,0.02,0.1,2.1866339077940222 VEGAMAG
1.36,0.975,3.4,5.492055,5.276767,4.089799,3.555809,0.3761219,10.03539,119.62776805558154,1122.6748661502602,8.487289184577782e-06,1.6490202924439083e-05,0.0,LB,0.7973158643392431 VEGAMAG,0.02,0.1,0.5882543847907784 VEGAMAG
1.36,0.575,3.42,5.491399,4.315251,3.923738,4.438995,0.4652368,10.03637,258.36578490902065,6.351726654055415,9.382984523683284e-06,5.0279389988996264e-09,0.0,LB,0.3110461910065476 VEGAMAG,0.02,0.1,-0.18409856390320334 VEGAMAG
1.36,0.625,3.42,5.491228,4.454412,4.063169,4.449723,0.3991665,10.03644,132.30065673112,7.096030932947754,8.384129929761374e-06,1.0116423459046965e-08,0.0,LB,0.7462636807381151 VEGAMAG,0.02,0.1,0.49986859051248667 VEGAMAG
1.36,0.675,3.42,5.493464,4.584834,4.109664,4.454558,0.3579305,10.0337,112.63231227121304,8.064068347383936,8.5576200436213e-06,1.853984077542976e-08,0.0,LB,0.8078260661178827 VEGAMAG,0.02,0.1,0.6248229738930855 VEGAMAG
1.36,0.725,3.42,5.486687,4.705682,4.140805,4.453408,0.3365934,10.02812,100.51109399170396,9.317049439234165,8.67111607698589e-06,3.0869457695058686e-08,0.0,LB,0.8739172134258499 VEGAMAG,0.02,0.1,0.7288990437183829 VEGAMAG
1.36,0.775,3.42,5.49236,4.817051,4.148322,4.445861,0.3269458,10.02775,94.45762028619002,10.96614540274355,8.71120030490892e-06,4.639092157014837e-08,0.0,LB,0.966369292904784 VEGAMAG,0.02,0.1,0.8300242782261524 VEGAMAG
1.36,0.825,3.42,5.49479,4.923165,4.156239,4.428309,0.3228303,10.02704,89.24789877309456,13.434144025640062,8.732829880766615e-06,6.12811631712191e-08,0.0,LB,1.0453939987383776 VEGAMAG,0.02,0.1,0.9179843580242353 VEGAMAG
1.36,0.875,3.42,5.493009,5.022031,4.153727,4.387515,0.3223139,10.02877,89.96094316486007,18.164272142244577,8.73142242832371e-06,1.0433115133074115e-06,0.0,LB,1.042071676478522 VEGAMAG,0.02,0.1,0.9118488470482489 VEGAMAG
1.36,0.925,3.42,5.488361,5.110907,4.080798,4.316159,0.3867174,10.0363,123.43206649649316,27.949690300296947,8.441837733131572e-06,1.3510673533779113e-06,0.0,LB,0.7851567465333176 VEGAMAG,0.02,0.1,0.5637925486542472 VEGAMAG
1.36,0.975,3.42,5.490094,5.27715,3.91563,3.55636,0.4813651,10.04066,274.13911095131755,1120.8564620776474,9.829897742060404e-06,1.6486064703367502e-05,0.0,LB,0.25009905522375364 VEGAMAG,0.02,0.1,-0.2627016002363991 VEGAMAG
1.36,0.675,3.44,5.482462,4.57632,3.867939,4.452435,0.6582721,10.04124,342.80883010733913,8.063869670053267,1.180334224673457e-05,1.7610877655439016e-08,0.0,LB,0.18563659635255192 VEGAMAG,0.02,0.1,-0.4392870446121977 VEGAMAG
1.36,0.725,3.44,5.484436,4.698945,3.880596,4.451531,0.5527867,10.03884,333.76746482374995,9.325301885344784,1.159081568995676e-05,2.9610313123761733e-08,0.0,LB,0.12805967290289377 VEGAMAG,0.02,0.1,-0.4656838000491237 VEGAMAG
1.36,0.775,3.44,5.492051,4.812061,3.921347,4.444284,0.4695915,10.03859,262.6098429702242,10.982798102233335,9.486346855518684e-06,4.49085466021813e-08,0.0,LB,0.29552978562493504 VEGAMAG,0.02,0.1,-0.2047807642245636 VEGAMAG
1.36,0.825,3.44,5.488629,4.919191,3.929254,4.426693,0.4541963,10.03865,254.49485099237123,13.4725871005559,9.157227419233238e-06,5.946904988602655e-08,0.0,LB,0.2983489130318673 VEGAMAG,0.02,0.1,-0.18500701893750637 VEGAMAG
1.36,0.875,3.44,5.489318,5.019093,4.03891,4.385628,0.4152006,10.03684,144.7851431995312,18.261102744520013,8.31865283260258e-06,1.030284105767994e-06,0.0,LB,0.7098291766394738 VEGAMAG,0.02,0.1,0.4268693094797471 VEGAMAG
1.36,0.925,3.44,5.483752,5.108732,3.874998,4.312668,0.5859686,10.03988,332.71470820468664,28.33283288274639,1.1506043192784693e-05,1.3331069727967282e-06,0.0,LB,0.18569534383568342 VEGAMAG,0.02,0.1,-0.4217081064178596 VEGAMAG
1.36,0.975,3.44,5.488647,5.277651,3.870492,3.557867,0.6193387,10.03962,338.1714969865574,1115.3932193001217,1.166788123831478e-05,1.6441256317532842e-05,0.0,LB,0.191654985325993 VEGAMAG,0.02,0.1,-0.42689388892305224 VEGAMAG
1.34,0.975,3.3,5.458816,5.222336,4.850964,3.531911,0.1106585,9.320039,3.5669317533894604,1176.6518988546054,9.874088149448536e-06,1.4483349138650425e-05,0.0,LB,9.374872407268992 VEGAMAG,0.02,0.1,17.790861983767293 VEGAMAG
1.34,0.925,3.32,5.455743,5.072023,4.906703,4.334715,0.09396151,9.298855,2.75549482672111,24.53697384624968,1.0460946957502257e-05,1.1858834277169368e-06,0.0,LB,16.72111915373626 VEGAMAG,0.02,0.1,18.541062707631756 VEGAMAG
1.34,0.975,3.32,5.456702,5.22226,4.398265,3.533337,0.260743,9.40154,27.89471958685072,1169.0443842105572,8.030951441722169e-06,1.440237119891852e-05,0.0,LB,2.4245949587653035 VEGAMAG,0.02,0.1,2.492528295915988 VEGAMAG
1.34,0.925,3.34,5.456166,5.068584,4.404923,4.330564,0.2587442,9.396518,27.241059826212336,24.911736410153587,8.055175371386998e-06,1.164026855163216e-06,0.0,LB,2.4489310177556947 VEGAMAG,0.02,0.1,2.520583951903812 VEGAMAG
1.34,0.975,3.34,5.458768,5.222496,4.290914,3.533554,0.2864791,9.411728,41.211270161067006,1168.1537298613243,7.889345942534576e-06,1.4404593270227324e-05,0.0,LB,2.0430914936332067 VEGAMAG,0.02,0.1,2.040482751599295 VEGAMAG
1.34,0.875,3.36,5.451744,4.9833,4.177774,4.39714,0.343594,9.349589,73.27300453435242,16.618812960242654,7.816008085865706e-06,8.995804321342846e-07,0.0,LB,1.3561253998827327 VEGAMAG,0.02,0.1,1.2520220853364716 VEGAMAG
1.34,0.925,3.36,5.459643,5.06694,4.162299,4.328057,0.312428,9.413985,80.9610253955895,25.15289628182255,7.78439741930638e-06,1.1526116370203813e-06,0.0,LB,1.2235478505178543 VEGAMAG,0.02,0.1,1.1028422802811744 VEGAMAG
1.34,0.975,3.36,5.4585,5.222535,4.202574,3.533868,0.2949987,9.418738,59.81360797812741,1166.5517244360208,7.845000940708342e-06,1.4390305038774092e-05,0.0,LB,1.665974062424651 VEGAMAG,0.02,0.1,1.5869935600463225 VEGAMAG
1.34,0.675,3.38,5.457123,4.542834,4.396366,4.452729,0.268677,9.39202,28.12528940711486,7.748410125803191,8.044665672374515e-06,1.521563213927946e-08,0.0,LB,2.41449866972998 VEGAMAG,0.02,0.1,2.481358397954576 VEGAMAG
1.34,0.725,3.38,5.456457,4.662778,4.435399,4.452475,0.2416124,9.387153,23.779789176883643,8.906186802808007,8.180936091166763e-06,2.5473639591952933e-08,0.0,LB,2.6219436147816912 VEGAMAG,0.02,0.1,2.7097620210700013 VEGAMAG
1.34,0.775,3.38,5.4563,4.772621,4.388796,4.446078,0.2715793,9.394598,29.10603183341166,10.408927892832498,8.033429745214006e-06,3.8544551798604895e-08,0.0,LB,2.3712280366481298 VEGAMAG,0.02,0.1,2.433751660185075 VEGAMAG
1.34,0.825,3.38,5.45785,4.876907,4.341945,4.430491,0.2866528,9.398813,35.19629912421577,12.610084593376616,7.948405221871253e-06,5.1690650788907135e-08,0.0,LB,2.157173611695369 VEGAMAG,0.02,0.1,2.190737130343905 VEGAMAG
1.34,0.875,3.38,5.457831,4.977397,4.190556,4.393371,0.3108134,9.401982,65.32598998798592,16.79569579266523,7.839367064604566e-06,8.766636513481383e-07,0.0,LB,1.5373835143256476 VEGAMAG,0.02,0.1,1.4464505573419884 VEGAMAG
1.34,0.925,3.38,5.45692,5.066516,4.141755,4.327474,0.3244182,9.41852,91.34967361663035,25.20855779519922,7.72959964150353e-06,1.149629766149128e-06,0.0,LB,1.0760626353236113 VEGAMAG,0.02,0.1,0.9321508433852377 VEGAMAG
1.34,0.975,3.38,5.453076,5.223616,4.081668,3.534904,0.3718403,9.427296,117.01054441682275,1162.7410358395446,7.503709286800528e-06,1.4397231899872683e-05,0.0,LB,0.8957400234693602 VEGAMAG,0.02,0.1,0.6755788658287276 VEGAMAG
1.34,0.425,3.4,5.459226,3.796753,4.144827,4.384868,0.328068,9.414284,88.81248051712949,4.486399050121745,7.748470786711055e-06,5.213339407383533e-09,0.0,LB,1.1198527452461904 VEGAMAG,0.02,0.1,0.9794983787301514 VEGAMAG
1.34,0.475,3.4,5.460147,3.970576,4.217836,4.405606,0.3001395,9.409503,53.22687878918755,4.981195648121809,7.87471781315505e-06,1.150506296972986e-08,0.0,LB,1.8410311324935424 VEGAMAG,0.02,0.1,1.7766508839297368 VEGAMAG
1.34,0.525,3.4,5.456207,4.145587,4.471324,4.425383,0.2053737,9.378959,20.079366186298447,5.562672605173186,8.387373826141889e-06,2.09984868199756e-09,0.0,LB,2.849849525369106 VEGAMAG,0.02,0.1,2.955087626621211 VEGAMAG
1.34,0.575,3.4,5.456158,4.291411,5.022632,4.439086,0.01720064,9.33514,1.6048224828806448,6.177172082495079,1.3781547934976328e-05,4.516385454064932e-09,0.0,LB,18.437581374341498 VEGAMAG,0.02,0.1,19.66598645106378 VEGAMAG
1.34,0.625,3.4,5.460998,4.421893,4.839411,4.448634,0.1127518,9.352758,3.7285408019612376,6.869635591958397,9.826435323064563e-06,8.676908145555967e-09,0.0,LB,8.001068753604837 VEGAMAG,0.02,0.1,17.72486543605826 VEGAMAG
1.34,0.675,3.4,5.457825,4.54171,4.406951,4.452526,0.2627922,9.393366,27.07690367635841,7.745648773319871,8.071699774130404e-06,1.5120146531658526e-08,0.0,LB,2.453821310183586 VEGAMAG,0.02,0.1,2.5265936430335003 VEGAMAG
1.34,0.725,3.4,5.452061,4.660429,4.396103,4.451987,0.2673135,9.396097,28.06661258906881,8.902100644942845,8.047926473854834e-06,2.513361741812585e-08,0.0,LB,2.4201121256017277 VEGAMAG,0.02,0.1,2.4868227672751386 VEGAMAG
1.34,0.775,3.4,5.457538,4.767996,4.10485,4.444739,0.3633028,9.414023,105.78205507576703,10.417703674036217,7.5970152815971634e-06,3.741777851803774e-08,0.0,LB,0.9728891409684415 VEGAMAG,0.02,0.1,0.7837063610482864 VEGAMAG
1.34,0.825,3.4,5.457928,4.873567,4.107089,4.429164,0.3607659,9.414419,105.86831477961142,12.638659103867075,7.608814564902125e-06,5.039761679591586e-08,0.0,LB,0.9576927014239189 VEGAMAG,0.02,0.1,0.7713947882331207 VEGAMAG
1.34,0.875,3.4,5.456211,4.975135,4.107731,4.391972,0.3618519,9.41335,105.4639419442942,16.860016682080957,7.608744485452873e-06,8.678746437639133e-07,0.0,LB,0.9621618475771887 VEGAMAG,0.02,0.1,0.7766876335398032 VEGAMAG
1.34,0.925,3.4,5.452211,5.065315,4.086666,4.325712,0.3693962,9.427531,115.395002260254,25.37873669806245,7.522306067247016e-06,1.1417762367536317e-06,0.0,LB,0.8948767575340866 VEGAMAG,0.02,0.1,0.6815689459193408 VEGAMAG
1.34,0.975,3.4,5.45166,5.224593,3.953471,3.536285,0.412992,9.435882,179.0502781443318,1156.3651643012845,6.113022580427781e-06,1.4376726139664552e-05,0.0,LB,0.8677899144485868 VEGAMAG,0.02,0.1,0.43411820929295186 VEGAMAG
1.34,0.525,3.42,5.456028,4.115494,4.088377,4.419604,0.3723934,9.425398,113.95752279750936,5.518169036931117,7.533867883560224e-06,1.7465981668220212e-09,0.0,LB,0.9115246383416942 VEGAMAG,0.02,0.1,0.7005405967667633 VEGAMAG
1.34,0.575,3.42,5.455253,4.265983,4.105116,4.434077,0.3575878,9.423756,106.55921193809428,6.13895288095068,7.60228243167528e-06,3.880815533990457e-09,0.0,LB,0.9553965138555631 VEGAMAG,0.02,0.1,0.7665574248019225 VEGAMAG
1.34,0.625,3.42,5.457268,4.402776,4.100737,4.444702,0.3609694,9.424536,108.37846608212011,6.842895377101712,7.584570630330984e-06,7.75578926117065e-09,0.0,LB,0.9450245599081364 VEGAMAG,0.02,0.1,0.7504940556638517 VEGAMAG
1.34,0.675,3.42,5.454842,4.532231,4.105216,4.450445,0.361168,9.418531,106.39053676195186,7.73536124027849,7.606029403836519e-06,1.430325890739425e-08,0.0,LB,0.9582360498312492 VEGAMAG,0.02,0.1,0.7695261323411884 VEGAMAG
1.34,0.725,3.42,5.457703,4.653704,4.101474,4.450284,0.3641587,9.419534,107.68941059746471,8.903002595778704,7.58816909226695e-06,2.413209353749257e-08,0.0,LB,0.954420192669273 VEGAMAG,0.02,0.1,0.7608526866308662 VEGAMAG
1.34,0.775,3.42,5.455486,4.766221,4.103921,4.444196,0.3611284,9.419628,106.73331542618384,10.422430312867812,7.599062211883035e-06,3.6983158603936766e-08,0.0,LB,0.9590341398914348 VEGAMAG,0.02,0.1,0.7686490106716815 VEGAMAG
1.34,0.825,3.42,5.457893,4.872848,4.103355,4.42893,0.3631961,9.417992,106.85823584331396,12.641860683990329,7.591507055582535e-06,5.0143425610096346e-08,0.0,LB,0.9599010095476745 VEGAMAG,0.02,0.1,0.7687817006608 VEGAMAG
1.34,0.875,3.42,5.45619,4.974363,4.104479,4.391514,0.360487,9.419027,106.56608228584776,16.881071137049194,7.597872475886233e-06,8.648962219068354e-07,0.0,LB,0.9590836017113191 VEGAMAG,0.02,0.1,0.7694209686270448 VEGAMAG
1.34,0.925,3.42,5.452957,5.063049,4.061493,4.322903,0.3884027,9.430525,128.1436234067303,25.642714673903992,7.446582407803707e-06,1.1277270560336712e-06,0.0,LB,0.826388606309838 VEGAMAG,0.02,0.1,0.5775477498035309 VEGAMAG
1.34,0.975,3.42,5.465862,5.226188,3.785728,3.538834,0.8052661,9.437755,481.3710855319859,1146.172541531188,1.3700392204834344e-05,1.435608430402136e-05,0.0,LB,0.2762786007107709 VEGAMAG,0.02,0.1,-0.5786311358788865 VEGAMAG
1.34,0.625,3.44,5.45073,4.386178,3.762047,4.4411,0.8865928,9.42765,514.053120703634,6.825674908993554,1.4495927224440226e-05,7.0202729833298485e-09,0.0,LB,0.3993683607396692 VEGAMAG,0.02,0.1,-0.5313392991676991 VEGAMAG
1.34,0.675,3.44,5.475392,4.519381,3.850837,4.447555,0.6557914,9.427906,351.8730455913163,7.723881460860469,1.0586855855069544e-05,1.3255160782257952e-08,0.0,LB,0.2899227104316071 VEGAMAG,0.02,0.1,-0.3788433884806497 VEGAMAG
1.34,0.725,3.44,5.447883,4.643697,3.867856,4.447762,0.5591129,9.426532,326.7977065394154,8.903826730747307,1.0013709770613116e-05,2.271302610204945e-08,0.0,LB,0.29026949751099984 VEGAMAG,0.02,0.1,-0.3348621571526267 VEGAMAG
1.34,0.775,3.44,5.446556,4.758815,3.873816,4.441961,0.4625861,9.427786,324.56149862111624,10.440853451031463,1.002457570597228e-05,3.5255022809863256e-08,0.0,LB,0.2503639818109038 VEGAMAG,0.02,0.1,-0.35994998138163536 VEGAMAG
1.34,0.825,3.44,5.452845,4.867439,4.03837,4.426943,0.4129802,9.422829,139.60758033230894,12.678883168867728,7.412231929866835e-06,4.8218089639823695e-08,0.0,LB,0.7925280203074481 VEGAMAG,0.02,0.1,0.508725282569733 VEGAMAG
1.34,0.875,3.44,5.455362,4.969915,4.054532,4.388898,0.4011049,9.42731,132.60289324926654,16.998241690905687,7.442468411132667e-06,8.485823608212739e-07,0.0,LB,0.7972946487216404 VEGAMAG,0.02,0.1,0.5381697049837963 VEGAMAG
1.34,0.925,3.44,5.462561,5.060184,3.772094,4.318571,0.8540984,9.434674,496.61976491446,26.074500646962782,1.4016287593624445e-05,1.1089117876065764e-06,0.0,LB,0.35993830084074085 VEGAMAG,0.02,0.1,-0.5380573726843707 VEGAMAG
1.34,0.825,3.46,5.452286,4.862414,3.750205,4.424662,0.9553601,9.430463,542.5540378759623,12.739078095068711,1.5277243472261357e-05,4.630085384296464e-08,0.0,LB,0.4201083901666425 VEGAMAG,0.02,0.1,-0.5502249731997977 VEGAMAG
1.34,0.875,3.46,5.452993,4.965458,3.756815,4.385807,0.9174817,9.429028,527.2420014787848,17.15339150641834,1.4635919091247106e-05,8.32290619774793e-07,0.0,LB,0.40486832320047794 VEGAMAG,0.02,0.1,-0.5432028392625665 VEGAMAG
1.32,0.975,3.36,5.412289,5.16826,4.503601,3.518367,0.1658442,8.8461,16.48336972342114,1176.7900833652966,7.659422037519989e-06,1.2244526627711418e-05,0.0,LB,3.1568988093237094 VEGAMAG,0.02,0.1,3.2764238454693895 VEGAMAG
1.32,0.925,3.38,5.412076,5.02218,4.465564,4.336674,0.1976064,8.837331,19.7440389905856,22.960376221660564,7.407215843247662e-06,9.744711813964295e-07,0.0,LB,2.9084604845362714 VEGAMAG,0.02,0.1,3.011019316368241 VEGAMAG
1.32,0.975,3.38,5.414407,5.169922,4.342097,3.5191,0.2936035,8.797346,34.01222160197576,1175.022005403649,7.063826115097669e-06,1.2292720297179556e-05,0.0,LB,2.2308228543354613 VEGAMAG,0.02,0.1,2.26448667081553 VEGAMAG
1.32,0.375,3.4,5.415092,3.57842,4.154392,4.357279,0.328971,8.823027,81.24076420190598,3.961966508340433,6.894471806798955e-06,1.925918921582072e-09,0.0,LB,1.2597715142404153 VEGAMAG,0.02,0.1,1.1302954006096055 VEGAMAG
1.32,0.925,3.4,5.415304,5.019733,4.294265,4.333804,0.3002761,8.806188,40.94340902455012,23.200374749973484,7.034480012709396e-06,9.626867623762816e-07,0.0,LB,2.0418164977516753 VEGAMAG,0.02,0.1,2.0417455408814966 VEGAMAG
1.32,0.975,3.4,5.409404,5.172483,4.096427,3.521105,0.3672787,8.847931,105.85612694104172,1167.7180678363536,6.716097618754435e-06,1.2327017144451797e-05,0.0,LB,1.022314482531752 VEGAMAG,0.02,0.1,0.8221125397796891 VEGAMAG
1.32,0.475,3.42,5.413921,3.905414,4.164168,4.396516,0.3139063,8.841793,75.64809571017103,4.8187389555255375,6.946707296299282e-06,8.564854705954103e-09,0.0,LB,1.360680242129112 VEGAMAG,0.02,0.1,1.242019117095744 VEGAMAG
1.32,0.575,3.42,5.413349,4.236854,4.792107,4.432546,0.114935,8.770714,4.165892894470362,5.978481641951855,8.54938746309846e-06,3.3609882950364943e-09,0.0,LB,6.180970435220425 VEGAMAG,0.02,0.1,17.618585312342464 VEGAMAG
1.32,0.675,3.42,5.416721,4.493787,4.94396,4.448856,0.0698056,8.746586,2.23004126823891,7.454818941258794,1.0090135537215814e-05,1.1927735500499372e-08,0.0,LB,17.656266550975324 VEGAMAG,0.02,0.1,18.93504510800537 VEGAMAG
